operator,repressors,param,mode,hpd_min,hpd_max
O2,130,b,0.8848691657304566,0.859260879242518,0.9123545514167819
O2,130,n,1.6685810821410212,1.4925176074935373,1.8415715697677162
O3,130,k,0.006044272876716443,0.006304945629924835,0.007780447145662931
O3,130,ep,-1.4151051573888358,-1.821267982061908,-0.9753288187909566
O3,130,a,0.6139352010142965,0.5909864418448524,0.6688786406131062
O3,130,b,0.3775972467615012,0.31148054941645587,0.4122709300748759
O3,130,n,1.2751113428713303,1.0007133002963686,4.733104993123987
O1,610,k,0.006653171872392296,0.006304945629924835,0.007780447145662931
O1,610,ep,-5.240776608477994,-5.394902563350843,-5.1007678691773926
O1,610,a,0.004202931492353924,2.81272890611687e-05,0.014266243343655486
O1,610,b,0.4470355723983912,0.42181762337992845,0.47456593857193075
O1,610,n,1.380322484265259,1.184758647150314,1.586090665037578
O2,610,k,0.006405488793651526,0.006304945629924835,0.007780447145662931
O2,610,ep,-4.724388708913868,-4.813759883627319,-4.651495641183907
O2,610,a,0.009822927722954303,0.0002456289899422662,0.020352086250767402
O2,610,b,0.7251387556904776,0.6955706037386495,0.7502542642430408
O2,610,n,1.599175893432076,1.4080169046081437,1.7744506345016717
O3,610,k,0.006795923885809748,0.006304945629924835,0.007780447145662931
O3,610,ep,-2.624984890943802,-2.928639233637688,-2.391623585622683
O3,610,a,0.23179391016018908,0.19197239929544155,0.2903228359868837
O3,610,b,0.7796139044388903,0.7024679861895637,0.8471873777687362
O3,610,n,1.0863848697805192,1.0002496010061162,1.4110558919978071
O1,870,k,0.007114466951994299,0.006304945629924835,0.007780447145662931
O1,870,ep,-5.266463876078712,-5.464412740916648,-5.109787568730522
O1,870,a,0.005698593876401871,4.591307305858787e-05,0.017699224056552713
O1,870,b,0.4291384230286468,0.3971092470789279,0.4584287796900677
O1,870,n,1.4395453672646248,1.2056465607394706,1.7517466862744178
O2,870,k,0.007076049729619703,0.006304945629924835,0.007780447145662931
O2,870,ep,-5.022804738703931,-5.191542529677426,-4.934142465839322
O2,870,a,0.007765658716409219,1.8664255974191966e-05,0.023929349836296552
O2,870,b,0.7281766490906527,0.6892284706433045,0.762660001462008
O2,870,n,1.4860011185832918,1.2831499546552516,1.6960225340011779
O3,870,k,0.007285612982362414,0.006304945629924835,0.007780447145662931
O3,870,ep,-3.1751266964861555,-3.4162641308663613,-2.7994029224268466
O3,870,a,0.18022678401665948,0.14374232527569902,0.23652657815971279
O3,870,b,0.8289753943331815,0.7257165894331075,0.8616566330427513
O3,870,n,1.0097878586521125,1.0009595212495057,1.3256122611403476
