,date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
89,20160823,nbellive,O1,-15.3,delta,0,5000.0,15620.8381197,12370.6141221,1.0
90,20160823,nbellive,O1,-15.3,RBS1L,870,5000.0,9823.20671628,6572.98271866,0.531338432657
91,20160823,nbellive,O1,-15.3,RBS1,610,5000.0,8916.0393125,5665.81531488,0.458005985713
92,20160823,nbellive,O1,-15.3,RBS1027,130,5000.0,12385.2983132,9135.0743156,0.738449540614
93,20160823,nbellive,O1,-15.3,RBS446,62,5000.0,13111.9370719,9861.71307432,0.797188642129
94,20160823,nbellive,O1,-15.3,RBS1147,30,5000.0,16047.1831515,12796.9591538,1.03446433843
95,20160823,nbellive,O1,-15.3,HG104,11,5000.0,15117.1432864,11866.9192887,0.959282956496
0,20160824,sbarnes,O1,-15.3,auto,0,0.0,3196.25185324,0.0,0.0
1,20160824,sbarnes,O1,-15.3,delta,0,0.0,17470.5674231,14274.3155698,1.0
2,20160824,sbarnes,O1,-15.3,RBS1L,870,0.0,3246.25234031,50.0004870761,0.00350282903804
3,20160824,sbarnes,O1,-15.3,RBS1,610,0.0,3313.78810791,117.536254674,0.00823410790514
4,20160824,sbarnes,O1,-15.3,RBS1027,130,0.0,3310.9623877,114.710534469,0.00803614953782
5,20160824,sbarnes,O1,-15.3,RBS446,62,0.0,3371.29706927,175.045216034,0.0122629498541
6,20160824,sbarnes,O1,-15.3,RBS1147,30,0.0,3388.29186798,192.040014742,0.0134535357441
7,20160824,sbarnes,O1,-15.3,HG104,11,0.0,3836.32432623,640.072472997,0.0448408520791
8,20160824,sbarnes,O1,-15.3,auto,0,0.1,3195.75414207,0.0,0.0
9,20160824,sbarnes,O1,-15.3,delta,0,0.1,17597.064543,14401.3104009,1.0
10,20160824,sbarnes,O1,-15.3,RBS1L,870,0.1,3246.31886989,50.564727821,0.00351111991988
11,20160824,sbarnes,O1,-15.3,RBS1,610,0.1,3290.40035617,94.6462140964,0.00657205569922
12,20160824,sbarnes,O1,-15.3,RBS1027,130,0.1,3291.92868551,96.1745434422,0.00667818002425
13,20160824,sbarnes,O1,-15.3,RBS446,62,0.1,3313.91441225,118.160270176,0.00820482767797
14,20160824,sbarnes,O1,-15.3,RBS1147,30,0.1,3335.25335477,139.499212698,0.00968656384833
15,20160824,sbarnes,O1,-15.3,HG104,11,0.1,3801.09596755,605.341825479,0.0420338016908
16,20160824,sbarnes,O1,-15.3,auto,0,5.0,3130.0156095,0.0,0.0
17,20160824,sbarnes,O1,-15.3,delta,0,5.0,17537.002316,14406.9867065,1.0
18,20160824,sbarnes,O1,-15.3,RBS1L,870,5.0,3305.57253109,175.556921585,0.0121855406104
19,20160824,sbarnes,O1,-15.3,RBS1,610,5.0,3346.75266186,216.737052358,0.0150438850798
20,20160824,sbarnes,O1,-15.3,RBS1027,130,5.0,3409.67358615,279.657976649,0.0194112747063
21,20160824,sbarnes,O1,-15.3,RBS446,62,5.0,3484.9913921,354.975782595,0.0246391413991
22,20160824,sbarnes,O1,-15.3,RBS1147,30,5.0,3585.87803517,455.862425668,0.0316417606926
23,20160824,sbarnes,O1,-15.3,HG104,11,5.0,4369.31226431,1239.29665481,0.0860205315697
24,20160824,sbarnes,O1,-15.3,auto,0,10.0,3115.89643559,0.0,0.0
25,20160824,sbarnes,O1,-15.3,delta,0,10.0,17685.8903939,14569.9939584,1.0
26,20160824,sbarnes,O1,-15.3,RBS1L,870,10.0,3288.73056568,172.834130091,0.0118623336828
27,20160824,sbarnes,O1,-15.3,RBS1,610,10.0,3320.52768875,204.631253161,0.0140447040504
28,20160824,sbarnes,O1,-15.3,RBS1027,130,10.0,3516.35310225,400.45666666,0.0274850262673
29,20160824,sbarnes,O1,-15.3,RBS446,62,10.0,3760.64047676,644.744041169,0.0442514968099
30,20160824,sbarnes,O1,-15.3,RBS1147,30,10.0,4133.83853242,1017.94209683,0.0698656498927
31,20160824,sbarnes,O1,-15.3,HG104,11,10.0,5752.6322448,2636.73580921,0.180970274713
32,20160824,sbarnes,O1,-15.3,auto,0,25.0,3140.71804398,0.0,0.0
33,20160824,sbarnes,O1,-15.3,delta,0,25.0,17488.985576,14348.2675321,1.0
34,20160824,sbarnes,O1,-15.3,RBS1L,870,25.0,3471.80530208,331.087258098,0.0230750686352
35,20160824,sbarnes,O1,-15.3,RBS1,610,25.0,3595.68887024,454.970826265,0.0317091122847
36,20160824,sbarnes,O1,-15.3,RBS1027,130,25.0,4095.62128112,954.903237137,0.0665518143569
37,20160824,sbarnes,O1,-15.3,RBS446,62,25.0,4876.98923532,1736.27119134,0.121009117474
38,20160824,sbarnes,O1,-15.3,RBS1147,30,25.0,5630.64925377,2489.93120979,0.173535320848
39,20160824,sbarnes,O1,-15.3,HG104,11,25.0,8733.34467925,5592.62663527,0.389777136701
40,20160824,sbarnes,O1,-15.3,auto,0,50.0,3137.1465634,0.0,0.0
41,20160824,sbarnes,O1,-15.3,delta,0,50.0,17632.1180778,14494.9715144,1.0
42,20160824,sbarnes,O1,-15.3,RBS1L,870,50.0,3648.88126527,511.734701876,0.035304291655
43,20160824,sbarnes,O1,-15.3,RBS1,610,50.0,3864.47859968,727.332036281,0.0501782315031
44,20160824,sbarnes,O1,-15.3,RBS1027,130,50.0,5237.50239101,2100.35582761,0.144902377043
45,20160824,sbarnes,O1,-15.3,RBS446,62,50.0,7399.1959542,4262.0493908,0.294036410252
46,20160824,sbarnes,O1,-15.3,RBS1147,30,50.0,9385.45863132,6248.31206792,0.43106756448
47,20160824,sbarnes,O1,-15.3,HG104,11,50.0,13168.8983928,10031.7518294,0.692084963357
48,20160824,sbarnes,O1,-15.3,auto,0,75.0,3171.21309674,0.0,0.0
49,20160824,sbarnes,O1,-15.3,delta,0,75.0,17414.4463241,14243.2332274,1.0
50,20160824,sbarnes,O1,-15.3,RBS1L,870,75.0,4288.1350431,1116.92194636,0.0784177250017
51,20160824,sbarnes,O1,-15.3,RBS1,610,75.0,4714.08516509,1542.87206835,0.108323162566
52,20160824,sbarnes,O1,-15.3,RBS1027,130,75.0,6982.85584519,3811.64274845,0.267610779631
53,20160824,sbarnes,O1,-15.3,RBS446,62,75.0,9410.70182849,6239.48873175,0.438066879349
54,20160824,sbarnes,O1,-15.3,RBS1147,30,75.0,11053.7510982,7882.53800144,0.553423360807
55,20160824,sbarnes,O1,-15.3,HG104,11,75.0,13773.7699678,10602.5568711,0.744392561845
56,20160824,sbarnes,O1,-15.3,auto,0,100.0,3164.69418096,0.0,0.0
57,20160824,sbarnes,O1,-15.3,delta,0,100.0,17739.2332651,14574.5390841,1.0
58,20160824,sbarnes,O1,-15.3,RBS1L,870,100.0,4544.3451807,1379.65099973,0.094661724242
59,20160824,sbarnes,O1,-15.3,RBS1,610,100.0,5018.16026079,1853.46607982,0.127171505674
60,20160824,sbarnes,O1,-15.3,RBS1027,130,100.0,7832.81019134,4668.11601037,0.320292530929
61,20160824,sbarnes,O1,-15.3,RBS446,62,100.0,10174.7213975,7010.02721656,0.480977626538
62,20160824,sbarnes,O1,-15.3,RBS1147,30,100.0,11878.1344318,8713.44025081,0.59785357194
63,20160824,sbarnes,O1,-15.3,HG104,11,100.0,15349.5699351,12184.8757542,0.836038497262
64,20160824,sbarnes,O1,-15.3,auto,0,250.0,3150.07338304,0.0,0.0
65,20160824,sbarnes,O1,-15.3,delta,0,250.0,17723.3661401,14573.2927571,1.0
66,20160824,sbarnes,O1,-15.3,RBS1L,870,250.0,6889.9961609,3739.92277786,0.256628535514
67,20160824,sbarnes,O1,-15.3,RBS1,610,250.0,7196.02142664,4045.94804359,0.277627582938
68,20160824,sbarnes,O1,-15.3,RBS1027,130,250.0,10646.2484941,7496.17511106,0.514377583434
69,20160824,sbarnes,O1,-15.3,RBS446,62,250.0,12756.1660927,9606.09270967,0.659157327709
70,20160824,sbarnes,O1,-15.3,RBS1147,30,250.0,13512.6571628,10362.5837797,0.711066740541
71,20160824,sbarnes,O1,-15.3,HG104,11,250.0,15918.198488,12768.125105,0.876131792439
72,20160824,sbarnes,O1,-15.3,auto,0,500.0,3131.07127444,0.0,0.0
73,20160824,sbarnes,O1,-15.3,delta,0,500.0,17298.895117,14167.8238426,1.0
74,20160824,sbarnes,O1,-15.3,RBS1L,870,500.0,8242.23165056,5111.16037613,0.360758323432
75,20160824,sbarnes,O1,-15.3,RBS1,610,500.0,8646.88545882,5515.81418439,0.389319788676
76,20160824,sbarnes,O1,-15.3,RBS1027,130,500.0,12491.9042623,9360.83298785,0.660710712659
77,20160824,sbarnes,O1,-15.3,RBS446,62,500.0,13647.220273,10516.1489986,0.742255770218
78,20160824,sbarnes,O1,-15.3,RBS1147,30,500.0,15235.2741466,12104.2028722,0.854344534961
79,20160824,sbarnes,O1,-15.3,HG104,11,500.0,17340.3124548,14209.2411804,1.002923338
80,20160824,sbarnes,O1,-15.3,auto,0,1000.0,3120.71252352,0.0,0.0
81,20160824,sbarnes,O1,-15.3,delta,0,1000.0,17358.4091939,14237.6966704,1.0
82,20160824,sbarnes,O1,-15.3,RBS1L,870,1000.0,7957.58519765,4836.87267412,0.339722975288
83,20160824,sbarnes,O1,-15.3,RBS1,610,1000.0,8261.16532727,5140.45280375,0.361045253509
84,20160824,sbarnes,O1,-15.3,RBS1027,130,1000.0,11110.0902207,7989.37769716,0.561142569764
85,20160824,sbarnes,O1,-15.3,RBS446,62,1000.0,14231.839795,11111.1272715,0.780402022093
86,20160824,sbarnes,O1,-15.3,RBS1147,30,1000.0,15279.3972359,12158.6847124,0.853978350138
87,20160824,sbarnes,O1,-15.3,HG104,11,1000.0,16229.6211136,13108.9085901,0.920718350275
88,20160824,sbarnes,O1,-15.3,auto,0,5000.0,3001.45636946,0.0,0.0
89,20160824,sbarnes,O1,-15.3,delta,0,5000.0,14752.3107054,11750.854336,1.0
90,20160824,sbarnes,O1,-15.3,RBS1L,870,5000.0,7910.9959581,4909.53958865,0.417802778273
91,20160824,sbarnes,O1,-15.3,RBS1,610,5000.0,8428.64961254,5427.19324308,0.46185520541
92,20160824,sbarnes,O1,-15.3,RBS1027,130,5000.0,11899.1286349,8897.67226542,0.757193648312
93,20160824,sbarnes,O1,-15.3,RBS446,62,5000.0,13437.9260766,10436.4697071,0.888145611267
94,20160824,sbarnes,O1,-15.3,RBS1147,30,5000.0,14162.1477686,11160.6913991,0.949777018765
95,20160824,sbarnes,O1,-15.3,HG104,11,5000.0,14911.7786047,11910.3222353,1.01357074939
0,20160824,nbellive,O1,-15.3,auto,0,0.0,3120.50237778,0.0,0.0
1,20160824,nbellive,O1,-15.3,delta,0,0.0,17555.3295287,14434.8271509,1.0
2,20160824,nbellive,O1,-15.3,RBS1L,870,0.0,3434.76636945,314.263991664,0.0217712334466
3,20160824,nbellive,O1,-15.3,RBS1,610,0.0,3198.68128911,78.1789113242,0.00541599220461
4,20160824,nbellive,O1,-15.3,RBS1027,130,0.0,3271.41308145,150.910703672,0.0104546249217
5,20160824,nbellive,O1,-15.3,RBS446,62,0.0,3266.85730645,146.354928669,0.0101390149767
6,20160824,nbellive,O1,-15.3,RBS1147,30,0.0,3364.28435858,243.781980803,0.0168884586046
7,20160824,nbellive,O1,-15.3,HG104,11,0.0,3691.95380901,571.451431223,0.0395883806054
8,20160824,nbellive,O1,-15.3,auto,0,0.1,3149.79025733,0.0,0.0
9,20160824,nbellive,O1,-15.3,delta,0,0.1,18003.4723045,14853.6820471,1.0
10,20160824,nbellive,O1,-15.3,RBS1L,870,0.1,3146.59926169,-3.19099564352,-0.000214828594916
11,20160824,nbellive,O1,-15.3,RBS1,610,0.1,3171.50286499,21.7126076579,0.00146176601794
12,20160824,nbellive,O1,-15.3,RBS1027,130,0.1,3181.75887116,31.968613831,0.00215223496299
13,20160824,nbellive,O1,-15.3,RBS446,62,0.1,3249.14962251,99.3593651786,0.0066892077576
14,20160824,nbellive,O1,-15.3,RBS1147,30,0.1,3326.90908861,177.118831281,0.0119242374193
15,20160824,nbellive,O1,-15.3,HG104,11,0.1,3743.02399304,593.233735704,0.0399384969882
16,20160824,nbellive,O1,-15.3,auto,0,5.0,3142.250068,0.0,0.0
17,20160824,nbellive,O1,-15.3,delta,0,5.0,18134.8331992,14992.5831312,1.0
18,20160824,nbellive,O1,-15.3,RBS1L,870,5.0,3233.74494228,91.4948742799,0.00610267580172
19,20160824,nbellive,O1,-15.3,RBS1,610,5.0,3239.01695609,96.7668880897,0.00645431726095
20,20160824,nbellive,O1,-15.3,RBS1027,130,5.0,3337.53355402,195.283486024,0.0130253395506
21,20160824,nbellive,O1,-15.3,RBS446,62,5.0,3366.23975757,223.989689576,0.0149400331895
22,20160824,nbellive,O1,-15.3,RBS1147,30,5.0,3495.04440817,352.794340171,0.0235312578949
23,20160824,nbellive,O1,-15.3,HG104,11,5.0,4396.24329132,1253.99322333,0.0836409051299
24,20160824,nbellive,O1,-15.3,auto,0,10.0,3114.00920236,0.0,0.0
25,20160824,nbellive,O1,-15.3,delta,0,10.0,17954.2198897,14840.2106874,1.0
26,20160824,nbellive,O1,-15.3,RBS1L,870,10.0,3365.01544489,251.006242528,0.0169139271548
27,20160824,nbellive,O1,-15.3,RBS1,610,10.0,3326.13708225,212.127879896,0.0142941285919
28,20160824,nbellive,O1,-15.3,RBS1027,130,10.0,3434.31526448,320.306062126,0.0215836600216
29,20160824,nbellive,O1,-15.3,RBS446,62,10.0,3614.2969869,500.287784544,0.0337116362485
30,20160824,nbellive,O1,-15.3,RBS1147,30,10.0,3786.67222018,672.66301782,0.0453270530985
31,20160824,nbellive,O1,-15.3,HG104,11,10.0,5141.75776621,2027.74856385,0.136638798907
32,20160824,nbellive,O1,-15.3,auto,0,25.0,3115.49208639,0.0,0.0
33,20160824,nbellive,O1,-15.3,delta,0,25.0,17949.1083171,14833.6162307,1.0
34,20160824,nbellive,O1,-15.3,RBS1L,870,25.0,3514.31876322,398.826676829,0.0268866789208
35,20160824,nbellive,O1,-15.3,RBS1,610,25.0,3527.03600136,411.543914965,0.0277440044669
36,20160824,nbellive,O1,-15.3,RBS1027,130,25.0,3910.70470165,795.212615253,0.0536088168175
37,20160824,nbellive,O1,-15.3,RBS446,62,25.0,4301.75928078,1186.26719438,0.0799715440884
38,20160824,nbellive,O1,-15.3,RBS1147,30,25.0,4920.45733828,1804.96525189,0.121680730027
39,20160824,nbellive,O1,-15.3,HG104,11,25.0,8153.4931581,5038.0010717,0.339634044278
40,20160824,nbellive,O1,-15.3,auto,0,50.0,3131.71343837,0.0,0.0
41,20160824,nbellive,O1,-15.3,delta,0,50.0,18343.1681518,15211.4547135,1.0
42,20160824,nbellive,O1,-15.3,RBS1L,870,50.0,3920.85434922,789.140910853,0.0518780698965
43,20160824,nbellive,O1,-15.3,RBS1,610,50.0,3969.370154,837.656715633,0.0550674956085
44,20160824,nbellive,O1,-15.3,RBS1027,130,50.0,4830.51680849,1698.80337013,0.111679218203
45,20160824,nbellive,O1,-15.3,RBS446,62,50.0,5923.0256594,2791.31222103,0.18350067588
46,20160824,nbellive,O1,-15.3,RBS1147,30,50.0,7602.17032738,4470.45688901,0.293887532338
47,20160824,nbellive,O1,-15.3,HG104,11,50.0,12726.2319537,9594.51851535,0.630742995728
48,20160824,nbellive,O1,-15.3,auto,0,75.0,3122.41237096,0.0,0.0
49,20160824,nbellive,O1,-15.3,delta,0,75.0,18230.8067436,15108.3943727,1.0
50,20160824,nbellive,O1,-15.3,RBS1L,870,75.0,5395.9693271,2273.55695614,0.150483029504
51,20160824,nbellive,O1,-15.3,RBS1,610,75.0,5274.1489655,2151.73659454,0.142419938311
52,20160824,nbellive,O1,-15.3,RBS1027,130,75.0,6710.69504711,3588.28267615,0.237502582183
53,20160824,nbellive,O1,-15.3,RBS446,62,75.0,7981.44445801,4859.03208705,0.321611414634
54,20160824,nbellive,O1,-15.3,RBS1147,30,75.0,8667.64796195,5545.23559099,0.367030106192
55,20160824,nbellive,O1,-15.3,HG104,11,75.0,12075.3711864,8952.95881545,0.592581752541
56,20160824,nbellive,O1,-15.3,auto,0,100.0,3189.52539167,0.0,0.0
57,20160824,nbellive,O1,-15.3,delta,0,100.0,18398.0847187,15208.559327,1.0
58,20160824,nbellive,O1,-15.3,RBS1L,870,100.0,4956.2099915,1766.68459984,0.116163836551
59,20160824,nbellive,O1,-15.3,RBS1,610,100.0,5328.5634334,2139.03804174,0.140646986722
60,20160824,nbellive,O1,-15.3,RBS1027,130,100.0,7578.30638151,4388.78098984,0.288573091998
61,20160824,nbellive,O1,-15.3,RBS446,62,100.0,9262.63770286,6073.1123112,0.399321998922
62,20160824,nbellive,O1,-15.3,RBS1147,30,100.0,11631.081591,8441.55619931,0.555052981534
63,20160824,nbellive,O1,-15.3,HG104,11,100.0,15722.5920988,12533.0667071,0.824079811745
64,20160824,nbellive,O1,-15.3,auto,0,250.0,3164.38588614,0.0,0.0
65,20160824,nbellive,O1,-15.3,delta,0,250.0,18277.2584241,15112.8725379,1.0
66,20160824,nbellive,O1,-15.3,RBS1L,870,250.0,6843.64686922,3679.26098308,0.243452128233
67,20160824,nbellive,O1,-15.3,RBS1,610,250.0,7274.45826895,4110.0723828,0.271958383325
68,20160824,nbellive,O1,-15.3,RBS1027,130,250.0,10709.5428354,7545.1569493,0.499253661432
69,20160824,nbellive,O1,-15.3,RBS446,62,250.0,12667.733061,9503.3471749,0.628824675856
70,20160824,nbellive,O1,-15.3,RBS1147,30,250.0,14691.2483695,11526.8624834,0.762718169857
71,20160824,nbellive,O1,-15.3,HG104,11,250.0,17175.4923887,14011.1065025,0.927097510243
72,20160824,nbellive,O1,-15.3,auto,0,500.0,3139.48569675,0.0,0.0
73,20160824,nbellive,O1,-15.3,delta,0,500.0,17919.0797051,14779.5940084,1.0
74,20160824,nbellive,O1,-15.3,RBS1L,870,500.0,8454.3358821,5314.85018535,0.359607319547
75,20160824,nbellive,O1,-15.3,RBS1,610,500.0,8902.81299783,5763.32730107,0.389951665642
76,20160824,nbellive,O1,-15.3,RBS1027,130,500.0,12843.124163,9703.63846629,0.656556496802
77,20160824,nbellive,O1,-15.3,RBS446,62,500.0,14178.6265297,11039.140833,0.746917731754
78,20160824,nbellive,O1,-15.3,RBS1147,30,500.0,15772.1822199,12632.6965232,0.854739075782
79,20160824,nbellive,O1,-15.3,HG104,11,500.0,16685.5913416,13546.1056448,0.916541119947
80,20160824,nbellive,O1,-15.3,auto,0,1000.0,3126.63075962,0.0,0.0
81,20160824,nbellive,O1,-15.3,delta,0,1000.0,17980.0719716,14853.441212,1.0
82,20160824,nbellive,O1,-15.3,RBS1L,870,1000.0,8441.96082223,5315.33006261,0.357851758844
83,20160824,nbellive,O1,-15.3,RBS1,610,1000.0,8988.51138268,5861.88062306,0.394647983547
84,20160824,nbellive,O1,-15.3,RBS1027,130,1000.0,13250.4500517,10123.8192921,0.681580729176
85,20160824,nbellive,O1,-15.3,RBS446,62,1000.0,15188.3156693,12061.6849097,0.812046497342
86,20160824,nbellive,O1,-15.3,RBS1147,30,1000.0,16017.2969518,12890.6661921,0.867857219625
87,20160824,nbellive,O1,-15.3,HG104,11,1000.0,17147.0041085,14020.3733489,0.943914150854
88,20160824,nbellive,O1,-15.3,auto,0,5000.0,3051.22873747,0.0,0.0
89,20160824,nbellive,O1,-15.3,delta,0,5000.0,16361.9810408,13310.7523034,1.0
90,20160824,nbellive,O1,-15.3,RBS1L,870,5000.0,8393.18303775,5341.95430028,0.401326249526
91,20160824,nbellive,O1,-15.3,RBS1,610,5000.0,8865.75073561,5814.52199814,0.436828953437
92,20160824,nbellive,O1,-15.3,RBS1027,130,5000.0,12664.6056864,9613.37694888,0.722226417394
93,20160824,nbellive,O1,-15.3,RBS446,62,5000.0,14107.3636955,11056.134958,0.830616835627
94,20160824,nbellive,O1,-15.3,RBS1147,30,5000.0,14584.5359149,11533.3071774,0.866465464502
95,20160824,nbellive,O1,-15.3,HG104,11,5000.0,15845.737586,12794.5088485,0.961216057281
0,20160825,sbarnes,O1,-15.3,auto,0,0.0,3160.44408138,0.0,0.0
1,20160825,sbarnes,O1,-15.3,delta,0,0.0,16616.7044763,13456.260395,1.0
2,20160825,sbarnes,O1,-15.3,RBS1L,870,0.0,3242.9243769,82.480295526,0.00612951095661
3,20160825,sbarnes,O1,-15.3,RBS1,610,0.0,3278.48062607,118.036544699,0.00877186835228
4,20160825,sbarnes,O1,-15.3,RBS1027,130,0.0,3262.4941523,102.050070926,0.00758383591954
5,20160825,sbarnes,O1,-15.3,RBS446,62,0.0,3230.56315188,70.1190705007,0.00521088834807
6,20160825,sbarnes,O1,-15.3,RBS1147,30,0.0,3341.46773965,181.02365827,0.0134527463765
7,20160825,sbarnes,O1,-15.3,HG104,11,0.0,3642.7483826,482.304301227,0.0358423727745
8,20160825,sbarnes,O1,-15.3,auto,0,0.1,3125.41019577,0.0,0.0
9,20160825,sbarnes,O1,-15.3,delta,0,0.1,17237.1124908,14111.702295,1.0
10,20160825,sbarnes,O1,-15.3,RBS1L,870,0.1,3267.54885288,142.138657113,0.0100723962383
11,20160825,sbarnes,O1,-15.3,RBS1,610,0.1,3231.74283381,106.33263804,0.00753506811701
12,20160825,sbarnes,O1,-15.3,RBS1027,130,0.1,3202.30490809,76.8947123224,0.00544900329634
13,20160825,sbarnes,O1,-15.3,RBS446,62,0.1,3255.37399672,129.963800948,0.00920964730064
14,20160825,sbarnes,O1,-15.3,RBS1147,30,0.1,3335.73329384,210.323098074,0.014904162069
15,20160825,sbarnes,O1,-15.3,HG104,11,0.1,3658.31459374,532.904397967,0.0377632965058
16,20160825,sbarnes,O1,-15.3,auto,0,5.0,3085.9808309,0.0,0.0
17,20160825,sbarnes,O1,-15.3,delta,0,5.0,17770.8159204,14684.8350895,1.0
18,20160825,sbarnes,O1,-15.3,RBS1L,870,5.0,3228.15969166,142.178860751,0.00968201957219
19,20160825,sbarnes,O1,-15.3,RBS1,610,5.0,3243.81531845,157.834487541,0.0107481280232
20,20160825,sbarnes,O1,-15.3,RBS1027,130,5.0,3348.04514319,262.064312282,0.0178459145564
21,20160825,sbarnes,O1,-15.3,RBS446,62,5.0,3431.53861702,345.557786119,0.0235316082212
22,20160825,sbarnes,O1,-15.3,RBS1147,30,5.0,3566.10135335,480.120522444,0.0326949890495
23,20160825,sbarnes,O1,-15.3,HG104,11,5.0,4397.5839589,1311.60312799,0.0893168442136
24,20160825,sbarnes,O1,-15.3,auto,0,10.0,3094.55399706,0.0,0.0
25,20160825,sbarnes,O1,-15.3,delta,0,10.0,17392.3887754,14297.8347784,1.0
26,20160825,sbarnes,O1,-15.3,RBS1L,870,10.0,3244.39959718,149.84560012,0.0104803001603
27,20160825,sbarnes,O1,-15.3,RBS1,610,10.0,3290.51376219,195.95976513,0.0137055552933
28,20160825,sbarnes,O1,-15.3,RBS1027,130,10.0,3421.97340996,327.419412896,0.0228999298125
29,20160825,sbarnes,O1,-15.3,RBS446,62,10.0,3736.20669152,641.652694458,0.0448776128976
30,20160825,sbarnes,O1,-15.3,RBS1147,30,10.0,4092.72215892,998.168161853,0.0698125399632
31,20160825,sbarnes,O1,-15.3,HG104,11,10.0,4762.13598651,1667.58198944,0.116631784833
32,20160825,sbarnes,O1,-15.3,auto,0,25.0,3081.84651106,0.0,0.0
33,20160825,sbarnes,O1,-15.3,delta,0,25.0,17599.4018762,14517.5553652,1.0
34,20160825,sbarnes,O1,-15.3,RBS1L,870,25.0,3346.47482394,264.628312886,0.0182281593719
35,20160825,sbarnes,O1,-15.3,RBS1,610,25.0,3521.35928828,439.512777223,0.0302745721416
36,20160825,sbarnes,O1,-15.3,RBS1027,130,25.0,4264.09508116,1182.2485701,0.0814357886273
37,20160825,sbarnes,O1,-15.3,RBS446,62,25.0,5201.13292024,2119.28640918,0.145980942099
38,20160825,sbarnes,O1,-15.3,RBS1147,30,25.0,5839.50909843,2757.66258737,0.189953647016
39,20160825,sbarnes,O1,-15.3,HG104,11,25.0,8908.97972489,5827.13321384,0.401385292996
40,20160825,sbarnes,O1,-15.3,auto,0,50.0,3155.33188189,0.0,0.0
41,20160825,sbarnes,O1,-15.3,delta,0,50.0,17991.2402493,14835.9083674,1.0
42,20160825,sbarnes,O1,-15.3,RBS1L,870,50.0,3566.14444199,410.8125601,0.0276904217743
43,20160825,sbarnes,O1,-15.3,RBS1,610,50.0,3987.94274552,832.610863635,0.0561213269193
44,20160825,sbarnes,O1,-15.3,RBS1027,130,50.0,5467.2592523,2311.92737041,0.155833219857
45,20160825,sbarnes,O1,-15.3,RBS446,62,50.0,7161.57803047,4006.24614858,0.270037132163
46,20160825,sbarnes,O1,-15.3,RBS1147,30,50.0,9012.29921541,5856.96733352,0.394783196853
47,20160825,sbarnes,O1,-15.3,HG104,11,50.0,12800.4974168,9645.16553487,0.650123018826
48,20160825,sbarnes,O1,-15.3,auto,0,75.0,3152.31254045,0.0,0.0
49,20160825,sbarnes,O1,-15.3,delta,0,75.0,18999.5574516,15847.2449112,1.0
50,20160825,sbarnes,O1,-15.3,RBS1L,870,75.0,4069.51564692,917.203106467,0.0578777643438
51,20160825,sbarnes,O1,-15.3,RBS1,610,75.0,4769.84793445,1617.535394,0.102070448401
52,20160825,sbarnes,O1,-15.3,RBS1027,130,75.0,6956.06390577,3803.75136532,0.240026035228
53,20160825,sbarnes,O1,-15.3,RBS446,62,75.0,9369.21730395,6216.9047635,0.392301929979
54,20160825,sbarnes,O1,-15.3,RBS1147,30,75.0,11566.538841,8414.22630054,0.530958305226
55,20160825,sbarnes,O1,-15.3,HG104,11,75.0,14898.9391752,11746.6266347,0.741240934976
56,20160825,sbarnes,O1,-15.3,auto,0,100.0,3131.37735489,0.0,0.0
57,20160825,sbarnes,O1,-15.3,delta,0,100.0,20191.7677621,17060.3904072,1.0
58,20160825,sbarnes,O1,-15.3,RBS1L,870,100.0,4579.26509001,1447.88773512,0.0848683822912
59,20160825,sbarnes,O1,-15.3,RBS1,610,100.0,4880.21388097,1748.83652608,0.10250858769
60,20160825,sbarnes,O1,-15.3,RBS1027,130,100.0,8059.83890057,4928.46154568,0.288883280396
61,20160825,sbarnes,O1,-15.3,RBS446,62,100.0,10975.9922624,7844.61490754,0.459814501327
62,20160825,sbarnes,O1,-15.3,RBS1147,30,100.0,12407.0771847,9275.69982979,0.543697981604
63,20160825,sbarnes,O1,-15.3,HG104,11,100.0,15815.6037981,12684.2264432,0.743489811221
64,20160825,sbarnes,O1,-15.3,auto,0,250.0,3179.51838572,0.0,0.0
65,20160825,sbarnes,O1,-15.3,delta,0,250.0,19260.057848,16080.5394622,1.0
66,20160825,sbarnes,O1,-15.3,RBS1L,870,250.0,5976.13122979,2796.61284406,0.173912874666
67,20160825,sbarnes,O1,-15.3,RBS1,610,250.0,6267.13822097,3087.61983524,0.192009717242
68,20160825,sbarnes,O1,-15.3,RBS1027,130,250.0,9800.63780514,6621.11941942,0.411747344358
69,20160825,sbarnes,O1,-15.3,RBS446,62,250.0,12463.9003673,9284.38198155,0.57736756925
70,20160825,sbarnes,O1,-15.3,RBS1147,30,250.0,14589.1008438,11409.5824581,0.709527344208
71,20160825,sbarnes,O1,-15.3,HG104,11,250.0,17699.7392295,14520.2208438,0.902968515319
72,20160825,sbarnes,O1,-15.3,auto,0,500.0,3115.29678536,0.0,0.0
73,20160825,sbarnes,O1,-15.3,delta,0,500.0,19156.9335823,16041.636797,1.0
74,20160825,sbarnes,O1,-15.3,RBS1L,870,500.0,8476.93672679,5361.63994143,0.334232722588
75,20160825,sbarnes,O1,-15.3,RBS1,610,500.0,9057.87587541,5942.57909005,0.370447178506
76,20160825,sbarnes,O1,-15.3,RBS1027,130,500.0,13278.4233029,10163.1265176,0.633546728815
