,date,username,operator,binding_energy,rbs,repressors,IPTG_uM,mean_YFP_A,mean_YFP_bgcorr_A,fold_change_A
87,20160807,mrazomej,O2,-13.9,HG104,11,1000.0,22850.5781044,19403.4098603,1.01159773684
88,20160807,mrazomej,O2,-13.9,auto,0,5000.0,3309.2906639,0.0,0.0
89,20160807,mrazomej,O2,-13.9,delta,0,5000.0,20797.2549458,17487.9642819,1.0
90,20160807,mrazomej,O2,-13.9,RBS1L,870,5000.0,15009.3627895,11700.0721256,0.669035682885
91,20160807,mrazomej,O2,-13.9,RBS1,610,5000.0,15631.8279621,12322.5372982,0.704629601224
92,20160807,mrazomej,O2,-13.9,RBS1027,130,5000.0,18124.095364,14814.8047001,0.847142895607
93,20160807,mrazomej,O2,-13.9,RBS446,62,5000.0,19302.0208098,15992.7301459,0.914499245772
94,20160807,mrazomej,O2,-13.9,RBS1147,30,5000.0,20444.7847111,17135.4940472,0.97984498201
95,20160807,mrazomej,O2,-13.9,HG104,11,5000.0,22149.1636477,18839.8729838,1.07730509281
0,20160809,sloosbarnes,O2,-13.9,auto,0,0.0,3242.4809176,0.0,0.0
1,20160809,sloosbarnes,O2,-13.9,delta,0,0.0,15792.7694609,12550.2885433,1.0
2,20160809,sloosbarnes,O2,-13.9,RBS1L,870,0.0,3285.76891214,43.2879945385,0.00344916329128
3,20160809,sloosbarnes,O2,-13.9,RBS1,610,0.0,3326.5558306,84.0749129969,0.00669904223372
4,20160809,sloosbarnes,O2,-13.9,RBS1027,130,0.0,3427.51106183,185.030144223,0.0147430988208
5,20160809,sloosbarnes,O2,-13.9,RBS446,62,0.0,3586.36632862,343.88541102,0.0274005979889
6,20160809,sloosbarnes,O2,-13.9,RBS1147,30,0.0,3810.89147919,568.410561592,0.0452906369149
7,20160809,sloosbarnes,O2,-13.9,HG104,11,0.0,5463.2015715,2220.72065389,0.176945784651
8,20160809,sloosbarnes,O2,-13.9,auto,0,0.1,3213.91485812,0.0,0.0
9,20160809,sloosbarnes,O2,-13.9,delta,0,0.1,16976.8515915,13762.9367334,1.0
10,20160809,sloosbarnes,O2,-13.9,RBS1L,870,0.1,3250.58994012,36.6750820033,0.00266477153196
11,20160809,sloosbarnes,O2,-13.9,RBS1,610,0.1,3274.5310611,60.6162029795,0.00440430731855
12,20160809,sloosbarnes,O2,-13.9,RBS1027,130,0.1,3429.54252632,215.627668201,0.015667271628
13,20160809,sloosbarnes,O2,-13.9,RBS446,62,0.1,3526.6657121,312.750853981,0.0227241365734
14,20160809,sloosbarnes,O2,-13.9,RBS1147,30,0.1,7175.93659784,3962.02173972,0.287876186346
15,20160809,sloosbarnes,O2,-13.9,HG104,11,0.1,5707.22450972,2493.30965161,0.18116116494
16,20160809,sloosbarnes,O2,-13.9,auto,0,5.0,3140.24441224,0.0,0.0
17,20160809,sloosbarnes,O2,-13.9,delta,0,5.0,16485.926981,13345.6825688,1.0
18,20160809,sloosbarnes,O2,-13.9,RBS1L,870,5.0,3295.58219315,155.337780911,0.0116395530997
19,20160809,sloosbarnes,O2,-13.9,RBS1,610,5.0,3271.12784159,130.883429351,0.00980717386885
20,20160809,sloosbarnes,O2,-13.9,RBS1027,130,5.0,3752.93184165,612.687429417,0.0459090365936
21,20160809,sloosbarnes,O2,-13.9,RBS446,62,5.0,4815.63058948,1675.38617724,0.125537691205
22,20160809,sloosbarnes,O2,-13.9,RBS1147,30,5.0,6021.92727112,2881.68285888,0.215926225132
23,20160809,sloosbarnes,O2,-13.9,HG104,11,5.0,10209.7312204,7069.48680821,0.529720887019
24,20160809,sloosbarnes,O2,-13.9,auto,0,10.0,3163.95311746,0.0,0.0
25,20160809,sloosbarnes,O2,-13.9,delta,0,10.0,18052.0358614,14888.082744,1.0
26,20160809,sloosbarnes,O2,-13.9,RBS1L,870,10.0,3471.28549931,307.332381841,0.020642844826
27,20160809,sloosbarnes,O2,-13.9,RBS1,610,10.0,3504.37902088,340.425903417,0.0228656643888
28,20160809,sloosbarnes,O2,-13.9,RBS1027,130,10.0,4250.25562789,1086.30251043,0.07296456697
29,20160809,sloosbarnes,O2,-13.9,RBS446,62,10.0,5840.39121482,2676.43809736,0.179770501238
30,20160809,sloosbarnes,O2,-13.9,RBS1147,30,10.0,7110.4804597,3946.52734223,0.265079621742
31,20160809,sloosbarnes,O2,-13.9,HG104,11,10.0,13910.0222783,10746.0691608,0.721789994429
32,20160809,sloosbarnes,O2,-13.9,auto,0,25.0,3165.81429087,0.0,0.0
33,20160809,sloosbarnes,O2,-13.9,delta,0,25.0,17109.9235216,13944.1092307,1.0
34,20160809,sloosbarnes,O2,-13.9,RBS1L,870,25.0,3826.23730584,660.423014969,0.0473621515754
35,20160809,sloosbarnes,O2,-13.9,RBS1,610,25.0,3901.13460722,735.320316347,0.0527334019105
36,20160809,sloosbarnes,O2,-13.9,RBS1027,130,25.0,5187.6064419,2021.79215103,0.14499256407
37,20160809,sloosbarnes,O2,-13.9,RBS446,62,25.0,7483.79555957,4317.9812687,0.309663471309
38,20160809,sloosbarnes,O2,-13.9,RBS1147,30,25.0,9709.3669199,6543.55262903,0.469270035164
39,20160809,sloosbarnes,O2,-13.9,HG104,11,25.0,16285.7898156,13119.9755248,0.940897357278
40,20160809,sloosbarnes,O2,-13.9,auto,0,50.0,3140.94266344,0.0,0.0
41,20160809,sloosbarnes,O2,-13.9,delta,0,50.0,17143.8263704,14002.883707,1.0
42,20160809,sloosbarnes,O2,-13.9,RBS1L,870,50.0,4633.21272578,1492.27006234,0.106568767803
43,20160809,sloosbarnes,O2,-13.9,RBS1,610,50.0,5652.26856758,2511.32590414,0.179343480721
44,20160809,sloosbarnes,O2,-13.9,RBS1027,130,50.0,10107.319231,6966.37656758,0.497495852522
45,20160809,sloosbarnes,O2,-13.9,RBS446,62,50.0,13375.4551428,10234.5124794,0.730886058437
46,20160809,sloosbarnes,O2,-13.9,RBS1147,30,50.0,14027.5753343,10886.6326709,0.777456479585
47,20160809,sloosbarnes,O2,-13.9,HG104,11,50.0,16001.2717317,12860.3290683,0.918405761081
48,20160809,sloosbarnes,O2,-13.9,auto,0,75.0,3207.53681918,0.0,0.0
49,20160809,sloosbarnes,O2,-13.9,delta,0,75.0,16322.414835,13114.8780158,1.0
50,20160809,sloosbarnes,O2,-13.9,RBS1L,870,75.0,5735.51456491,2527.97774574,0.192756481813
51,20160809,sloosbarnes,O2,-13.9,RBS1,610,75.0,6240.58592289,3033.04910371,0.231267808977
52,20160809,sloosbarnes,O2,-13.9,RBS1027,130,75.0,11254.7533181,8047.21649895,0.613594460372
53,20160809,sloosbarnes,O2,-13.9,RBS446,62,75.0,13893.3364113,10685.7995921,0.814784520242
54,20160809,sloosbarnes,O2,-13.9,RBS1147,30,75.0,14507.5589857,11300.0221665,0.861618549016
55,20160809,sloosbarnes,O2,-13.9,HG104,11,75.0,16248.3070682,13040.7702491,0.994349336178
56,20160809,sloosbarnes,O2,-13.9,auto,0,100.0,3204.89260943,0.0,0.0
57,20160809,sloosbarnes,O2,-13.9,delta,0,100.0,15865.6339799,12660.7413705,1.0
58,20160809,sloosbarnes,O2,-13.9,RBS1L,870,100.0,6344.74485042,3139.85224099,0.24799908229
59,20160809,sloosbarnes,O2,-13.9,RBS1,610,100.0,7474.04742217,4269.15481274,0.337196273727
60,20160809,sloosbarnes,O2,-13.9,RBS1027,130,100.0,11622.0272339,8417.13462449,0.664821622858
61,20160809,sloosbarnes,O2,-13.9,RBS446,62,100.0,14034.6284048,10829.7357953,0.855379276651
62,20160809,sloosbarnes,O2,-13.9,RBS1147,30,100.0,14982.9396376,11778.0470281,0.930280990939
63,20160809,sloosbarnes,O2,-13.9,HG104,11,100.0,15760.7303336,12555.8377242,0.991714257231
64,20160809,sloosbarnes,O2,-13.9,auto,0,250.0,3143.07481874,0.0,0.0
65,20160809,sloosbarnes,O2,-13.9,delta,0,250.0,15228.0620736,12084.9872548,1.0
66,20160809,sloosbarnes,O2,-13.9,RBS1L,870,250.0,8771.56302414,5628.4882054,0.4657421714
67,20160809,sloosbarnes,O2,-13.9,RBS1,610,250.0,10068.1494106,6925.07459187,0.57303118703
68,20160809,sloosbarnes,O2,-13.9,RBS1027,130,250.0,13780.9234027,10637.848584,0.880253190148
69,20160809,sloosbarnes,O2,-13.9,RBS446,62,250.0,14460.7052959,11317.6304771,0.936503302693
70,20160809,sloosbarnes,O2,-13.9,RBS1147,30,250.0,14565.2508545,11422.1760358,0.945154164828
71,20160809,sloosbarnes,O2,-13.9,HG104,11,250.0,15213.8814734,12070.8066546,0.9988265937
72,20160809,sloosbarnes,O2,-13.9,auto,0,500.0,3135.98139164,0.0,0.0
73,20160809,sloosbarnes,O2,-13.9,delta,0,500.0,14937.4672057,11801.4858141,1.0
74,20160809,sloosbarnes,O2,-13.9,RBS1L,870,500.0,9082.28019523,5946.29880359,0.503860183138
75,20160809,sloosbarnes,O2,-13.9,RBS1,610,500.0,10007.4594185,6871.47802685,0.582255330819
76,20160809,sloosbarnes,O2,-13.9,RBS1027,130,500.0,13566.6083769,10430.6269852,0.883840149413
77,20160809,sloosbarnes,O2,-13.9,RBS446,62,500.0,14341.6308118,11205.6494201,0.949511747642
78,20160809,sloosbarnes,O2,-13.9,RBS1147,30,500.0,14435.0276386,11299.046247,0.957425736468
79,20160809,sloosbarnes,O2,-13.9,HG104,11,500.0,15012.5550495,11876.5736579,1.00636257544
80,20160809,sloosbarnes,O2,-13.9,auto,0,1000.0,3117.70255711,0.0,0.0
81,20160809,sloosbarnes,O2,-13.9,delta,0,1000.0,14236.0395269,11118.3369698,1.0
82,20160809,sloosbarnes,O2,-13.9,RBS1L,870,1000.0,9681.03447537,6563.33191826,0.590315974063
83,20160809,sloosbarnes,O2,-13.9,RBS1,610,1000.0,10679.3884549,7561.68589779,0.680109437082
84,20160809,sloosbarnes,O2,-13.9,RBS1027,130,1000.0,13060.5000257,9942.79746856,0.894270203863
85,20160809,sloosbarnes,O2,-13.9,RBS446,62,1000.0,13519.0302026,10401.3276455,0.935511099709
86,20160809,sloosbarnes,O2,-13.9,RBS1147,30,1000.0,13660.7627329,10543.0601758,0.9482587373
87,20160809,sloosbarnes,O2,-13.9,HG104,11,1000.0,14147.9201256,11030.2175684,0.992074408111
88,20160809,sloosbarnes,O2,-13.9,auto,0,5000.0,3048.47739513,0.0,0.0
89,20160809,sloosbarnes,O2,-13.9,delta,0,5000.0,13114.7764893,10066.2990942,1.0
0,20160810,mrazomej,O2,-13.9,auto,0,0.0,3246.54445693,0.0,0.0
1,20160810,mrazomej,O2,-13.9,delta,0,0.0,17701.5141437,14454.9696868,1.0
2,20160810,mrazomej,O2,-13.9,RBS1L,870,0.0,3341.27502368,94.7305667573,0.00655349466724
3,20160810,mrazomej,O2,-13.9,RBS1,610,0.0,3296.62593972,50.0814827958,0.00346465498587
4,20160810,mrazomej,O2,-13.9,RBS1027,130,0.0,3404.87194998,158.327493053,0.0109531528937
5,20160810,mrazomej,O2,-13.9,RBS446,62,0.0,3590.65445979,344.110002866,0.0238056537179
6,20160810,mrazomej,O2,-13.9,RBS1147,30,0.0,3899.58560945,653.041152525,0.0451776217229
7,20160810,mrazomej,O2,-13.9,HG104,11,0.0,5869.18115899,2622.63670206,0.181434949979
8,20160810,mrazomej,O2,-13.9,auto,0,0.1,3249.10418126,0.0,0.0
9,20160810,mrazomej,O2,-13.9,delta,0,0.1,18629.2613438,15380.1571625,1.0
10,20160810,mrazomej,O2,-13.9,RBS1L,870,0.1,3305.9129136,56.8087323366,0.00369363796067
11,20160810,mrazomej,O2,-13.9,RBS1,610,0.1,3328.15571082,79.0515295601,0.00513983886671
12,20160810,mrazomej,O2,-13.9,RBS1027,130,0.1,3454.11041502,205.006233757,0.0133292678085
13,20160810,mrazomej,O2,-13.9,RBS446,62,0.1,3669.61058133,420.506400074,0.0273408389544
14,20160810,mrazomej,O2,-13.9,RBS1147,30,0.1,4033.51366059,784.409479331,0.0510013955672
15,20160810,mrazomej,O2,-13.9,HG104,11,0.1,6010.89989607,2761.79571481,0.179568757694
16,20160810,mrazomej,O2,-13.9,auto,0,5.0,3255.0471486,0.0,0.0
17,20160810,mrazomej,O2,-13.9,delta,0,5.0,18905.3388778,15650.2917292,1.0
18,20160810,mrazomej,O2,-13.9,RBS1L,870,5.0,3442.20101679,187.153868188,0.0119584907058
19,20160810,mrazomej,O2,-13.9,RBS1,610,5.0,3437.49141332,182.444264721,0.0116575631865
20,20160810,mrazomej,O2,-13.9,RBS1027,130,5.0,3987.52826354,732.481114934,0.0468030326595
21,20160810,mrazomej,O2,-13.9,RBS446,62,5.0,4985.41652141,1730.36937281,0.110564672068
22,20160810,mrazomej,O2,-13.9,RBS1147,30,5.0,6282.02147445,3026.97432584,0.193413284443
23,20160810,mrazomej,O2,-13.9,HG104,11,5.0,11671.6451716,8416.59802296,0.537791765712
24,20160810,mrazomej,O2,-13.9,auto,0,10.0,3276.12987065,0.0,0.0
25,20160810,mrazomej,O2,-13.9,delta,0,10.0,19210.6910681,15934.5611974,1.0
26,20160810,mrazomej,O2,-13.9,RBS1L,870,10.0,3405.35762898,129.227758332,0.00810990379533
27,20160810,mrazomej,O2,-13.9,RBS1,610,10.0,3667.76669375,391.636823101,0.0245778229
28,20160810,mrazomej,O2,-13.9,RBS1027,130,10.0,4595.26272553,1319.13285488,0.0827843853706
29,20160810,mrazomej,O2,-13.9,RBS446,62,10.0,6778.33496413,3502.20509348,0.219786729618
30,20160810,mrazomej,O2,-13.9,RBS1147,30,10.0,9232.8088222,5956.67895155,0.373821335758
31,20160810,mrazomej,O2,-13.9,HG104,11,10.0,17768.3892826,14492.259412,0.909485942688
32,20160810,mrazomej,O2,-13.9,auto,0,25.0,3289.66259911,0.0,0.0
33,20160810,mrazomej,O2,-13.9,delta,0,25.0,19566.3605237,16276.6979246,1.0
34,20160810,mrazomej,O2,-13.9,RBS1L,870,25.0,3859.73860892,570.076009808,0.0350240578555
35,20160810,mrazomej,O2,-13.9,RBS1,610,25.0,4202.38955368,912.726954564,0.0560756830896
36,20160810,mrazomej,O2,-13.9,RBS1027,130,25.0,6822.23745261,3532.5748535,0.217032648137
37,20160810,mrazomej,O2,-13.9,RBS446,62,25.0,10606.7405339,7317.07793479,0.449543142515
38,20160810,mrazomej,O2,-13.9,RBS1147,30,25.0,13543.0606939,10253.3980948,0.629943379321
39,20160810,mrazomej,O2,-13.9,HG104,11,25.0,19325.2586039,16035.5960048,0.985187295303
40,20160810,mrazomej,O2,-13.9,auto,0,50.0,3298.04390286,0.0,0.0
41,20160810,mrazomej,O2,-13.9,delta,0,50.0,19679.7950086,16381.7511057,1.0
42,20160810,mrazomej,O2,-13.9,RBS1L,870,50.0,5052.71310989,1754.66920703,0.107111211476
43,20160810,mrazomej,O2,-13.9,RBS1,610,50.0,6235.58296374,2937.53906088,0.179317769018
44,20160810,mrazomej,O2,-13.9,RBS1027,130,50.0,11256.7732315,7958.72932867,0.485828973796
45,20160810,mrazomej,O2,-13.9,RBS446,62,50.0,14368.3939743,11070.3500715,0.675773304089
46,20160810,mrazomej,O2,-13.9,RBS1147,30,50.0,16110.3997905,12812.3558877,0.782111497421
47,20160810,mrazomej,O2,-13.9,HG104,11,50.0,19528.4922715,16230.4483686,0.990763946047
48,20160810,mrazomej,O2,-13.9,auto,0,75.0,3265.51196035,0.0,0.0
49,20160810,mrazomej,O2,-13.9,delta,0,75.0,19811.5236632,16546.0117029,1.0
50,20160810,mrazomej,O2,-13.9,RBS1L,870,75.0,5192.60257262,1927.09061227,0.116468587529
51,20160810,mrazomej,O2,-13.9,RBS1,610,75.0,6259.55079932,2994.03883897,0.180952297915
52,20160810,mrazomej,O2,-13.9,RBS1027,130,75.0,12768.2649607,9502.75300033,0.574322874356
53,20160810,mrazomej,O2,-13.9,RBS446,62,75.0,16545.2166771,13279.7047167,0.802592489067
54,20160810,mrazomej,O2,-13.9,RBS1147,30,75.0,18229.1222296,14963.6102693,0.904363573407
55,20160810,mrazomej,O2,-13.9,HG104,11,75.0,19911.5012337,16645.9892734,1.00604239694
56,20160810,mrazomej,O2,-13.9,auto,0,100.0,3286.14294702,0.0,0.0
57,20160810,mrazomej,O2,-13.9,delta,0,100.0,19700.5593772,16414.4164302,1.0
58,20160810,mrazomej,O2,-13.9,RBS1L,870,100.0,6189.67869935,2903.53575233,0.176889368237
59,20160810,mrazomej,O2,-13.9,RBS1,610,100.0,8735.12829782,5448.9853508,0.331963391691
60,20160810,mrazomej,O2,-13.9,RBS1027,130,100.0,15698.0079777,12411.8650306,0.756156338753
61,20160810,mrazomej,O2,-13.9,RBS446,62,100.0,17534.3205983,14248.1776513,0.868028279401
62,20160810,mrazomej,O2,-13.9,RBS1147,30,100.0,18472.3347527,15186.1918057,0.925174030419
63,20160810,mrazomej,O2,-13.9,HG104,11,100.0,19360.2773808,16074.1344338,0.979269321095
64,20160810,mrazomej,O2,-13.9,auto,0,250.0,3319.83560498,0.0,0.0
65,20160810,mrazomej,O2,-13.9,delta,0,250.0,19863.5434504,16543.7078454,1.0
66,20160810,mrazomej,O2,-13.9,RBS1L,870,250.0,9719.08343325,6399.24782827,0.386808561181
67,20160810,mrazomej,O2,-13.9,RBS1,610,250.0,11559.2105313,8239.37492631,0.498036776477
68,20160810,mrazomej,O2,-13.9,RBS1027,130,250.0,16928.033806,13608.1982011,0.822560355165
69,20160810,mrazomej,O2,-13.9,RBS446,62,250.0,18785.0936171,15465.2580121,0.934812084243
70,20160810,mrazomej,O2,-13.9,RBS1147,30,250.0,18733.5297331,15413.6941281,0.931695256718
71,20160810,mrazomej,O2,-13.9,HG104,11,250.0,20340.7372882,17020.9016832,1.0288444309
72,20160810,mrazomej,O2,-13.9,auto,0,500.0,3374.5316218,0.0,0.0
73,20160810,mrazomej,O2,-13.9,delta,0,500.0,19628.4085829,16253.8769611,1.0
74,20160810,mrazomej,O2,-13.9,RBS1L,870,500.0,12240.9365651,8866.40494329,0.54549477423
75,20160810,mrazomej,O2,-13.9,RBS1,610,500.0,13429.0206706,10054.4890488,0.618590202994
76,20160810,mrazomej,O2,-13.9,RBS1027,130,500.0,17907.3250548,14532.793433,0.894112430394
77,20160810,mrazomej,O2,-13.9,RBS446,62,500.0,18581.7033387,15207.1717169,0.935602733629
78,20160810,mrazomej,O2,-13.9,RBS1147,30,500.0,18917.827759,15543.2961372,0.956282379542
79,20160810,mrazomej,O2,-13.9,HG104,11,500.0,19880.6908787,16506.1592569,1.01552136124
80,20160810,mrazomej,O2,-13.9,auto,0,1000.0,3337.29766056,0.0,0.0
81,20160810,mrazomej,O2,-13.9,delta,0,1000.0,18547.4038192,15210.1061586,1.0
82,20160810,mrazomej,O2,-13.9,RBS1L,870,1000.0,13806.6079428,10469.3102822,0.6883127687
83,20160810,mrazomej,O2,-13.9,RBS1,610,1000.0,14270.4931746,10933.1955141,0.718811256152
84,20160810,mrazomej,O2,-13.9,RBS1027,130,1000.0,17389.9619199,14052.6642593,0.923903101846
85,20160810,mrazomej,O2,-13.9,RBS446,62,1000.0,17818.9950036,14481.6973431,0.952110208309
86,20160810,mrazomej,O2,-13.9,RBS1147,30,1000.0,18091.4924877,14754.1948272,0.970025762696
87,20160810,mrazomej,O2,-13.9,HG104,11,1000.0,18338.1113902,15000.8137297,0.986239910047
88,20160810,mrazomej,O2,-13.9,auto,0,5000.0,3247.74972358,0.0,0.0
89,20160810,mrazomej,O2,-13.9,delta,0,5000.0,17066.0580105,13818.3082869,1.0
90,20160810,mrazomej,O2,-13.9,RBS1L,870,5000.0,15373.7106944,12125.9609708,0.877528617761
91,20160810,mrazomej,O2,-13.9,RBS1,610,5000.0,14985.618298,11737.8685744,0.849443240857
92,20160810,mrazomej,O2,-13.9,RBS1027,130,5000.0,16697.3658398,13449.6161162,0.973318573946
93,20160810,mrazomej,O2,-13.9,RBS446,62,5000.0,16563.3656162,13315.6158926,0.963621278099
94,20160810,mrazomej,O2,-13.9,RBS1147,30,5000.0,16263.4768509,13015.7271273,0.941919000288
95,20160810,mrazomej,O2,-13.9,HG104,11,5000.0,16972.7168436,13724.96712,0.993245108952
0,20160811,mrazomej,O2,-13.9,auto,0,0.0,3190.25345799,0.0,0.0
1,20160811,mrazomej,O2,-13.9,delta,0,0.0,19694.0384678,16503.7850098,1.0
2,20160811,mrazomej,O2,-13.9,RBS1L,870,0.0,3270.23719492,79.9837369342,0.00484638747334
3,20160811,mrazomej,O2,-13.9,RBS1,610,0.0,3268.10223346,77.8487754772,0.0047170255448
4,20160811,mrazomej,O2,-13.9,RBS1027,130,0.0,3439.20116305,248.94770506,0.0150842794494
5,20160811,mrazomej,O2,-13.9,RBS446,62,0.0,3701.72144821,511.467990224,0.0309909508589
6,20160811,mrazomej,O2,-13.9,RBS1147,30,0.0,3868.7254996,678.472041614,0.0411100872442
7,20160811,mrazomej,O2,-13.9,HG104,11,0.0,6028.52346346,2838.27000547,0.171976913404
8,20160811,mrazomej,O2,-13.9,auto,0,0.1,3229.23307371,0.0,0.0
9,20160811,mrazomej,O2,-13.9,delta,0,0.1,20768.5128095,17539.2797358,1.0
10,20160811,mrazomej,O2,-13.9,RBS1L,870,0.1,3362.90213795,133.669064241,0.00762112619528
11,20160811,mrazomej,O2,-13.9,RBS1,610,0.1,3323.82340563,94.5903319171,0.00539305680404
12,20160811,mrazomej,O2,-13.9,RBS1027,130,0.1,3461.06276929,231.829695586,0.0132177432071
13,20160811,mrazomej,O2,-13.9,RBS446,62,0.1,3837.93092468,608.697850977,0.0347048373791
14,20160811,mrazomej,O2,-13.9,RBS1147,30,0.1,4037.57894417,808.345870463,0.0460877460557
15,20160811,mrazomej,O2,-13.9,HG104,11,0.1,6215.47016053,2986.23708682,0.170259961173
16,20160811,mrazomej,O2,-13.9,auto,0,5.0,3288.53416831,0.0,0.0
17,20160811,mrazomej,O2,-13.9,delta,0,5.0,21671.3084579,18382.7742896,1.0
18,20160811,mrazomej,O2,-13.9,RBS1L,870,5.0,3409.92966019,121.395491875,0.0066037633908
19,20160811,mrazomej,O2,-13.9,RBS1,610,5.0,3530.84388007,242.30971176,0.0131813461855
20,20160811,mrazomej,O2,-13.9,RBS1027,130,5.0,3787.11594528,498.581776966,0.0271222269888
21,20160811,mrazomej,O2,-13.9,RBS446,62,5.0,4455.76453452,1167.2303662,0.06349587651
22,20160811,mrazomej,O2,-13.9,RBS1147,30,5.0,5040.78863083,1752.25446252,0.095320457887
23,20160811,mrazomej,O2,-13.9,HG104,11,5.0,10075.3596893,6786.825521,0.369194845897
24,20160811,mrazomej,O2,-13.9,auto,0,10.0,3286.5527082,0.0,0.0
25,20160811,mrazomej,O2,-13.9,delta,0,10.0,20866.0775266,17579.5248184,1.0
26,20160811,mrazomej,O2,-13.9,RBS1L,870,10.0,3580.13257414,293.579865933,0.0167001024752
27,20160811,mrazomej,O2,-13.9,RBS1,610,10.0,3609.70018162,323.147473415,0.0183820368726
28,20160811,mrazomej,O2,-13.9,RBS1027,130,10.0,4202.95175304,916.399044841,0.0521287722112
29,20160811,mrazomej,O2,-13.9,RBS446,62,10.0,5701.96727252,2415.41456432,0.137399309098
30,20160811,mrazomej,O2,-13.9,RBS1147,30,10.0,6321.68349533,3035.13078713,0.172651469165
31,20160811,mrazomej,O2,-13.9,HG104,11,10.0,14993.7094135,11707.1567053,0.665954104346
32,20160811,mrazomej,O2,-13.9,auto,0,25.0,3277.08505624,0.0,0.0
33,20160811,mrazomej,O2,-13.9,delta,0,25.0,20785.517212,17508.4321557,1.0
34,20160811,mrazomej,O2,-13.9,RBS1L,870,25.0,5486.28216247,2209.19710624,0.126179036854
35,20160811,mrazomej,O2,-13.9,RBS1,610,25.0,5372.09330798,2095.00825174,0.119657101967
36,20160811,mrazomej,O2,-13.9,RBS1027,130,25.0,8267.33906748,4990.25401124,0.285020038737
37,20160811,mrazomej,O2,-13.9,RBS446,62,25.0,10195.0836294,6917.99857318,0.39512381872
38,20160811,mrazomej,O2,-13.9,RBS1147,30,25.0,9946.7034536,6669.61839737,0.380937501316
39,20160811,mrazomej,O2,-13.9,HG104,11,25.0,16273.9233467,12996.8382905,0.742318796732
40,20160811,mrazomej,O2,-13.9,auto,0,50.0,3304.07854016,0.0,0.0
41,20160811,mrazomej,O2,-13.9,delta,0,50.0,21000.3931158,17696.3145756,1.0
42,20160811,mrazomej,O2,-13.9,RBS1L,870,50.0,5073.19342213,1769.11488197,0.0999708088602
43,20160811,mrazomej,O2,-13.9,RBS1,610,50.0,5600.87183488,2296.79329472,0.129789357264
44,20160811,mrazomej,O2,-13.9,RBS1027,130,50.0,12303.4875878,8999.40904767,0.508547076806
45,20160811,mrazomej,O2,-13.9,RBS446,62,50.0,16903.7350144,13599.6564742,0.768502188188
46,20160811,mrazomej,O2,-13.9,RBS1147,30,50.0,19320.5352812,16016.456741,0.905073012384
47,20160811,mrazomej,O2,-13.9,HG104,11,50.0,21865.342442,18561.2639019,1.04887737063
48,20160811,mrazomej,O2,-13.9,auto,0,75.0,3333.70393278,0.0,0.0
49,20160811,mrazomej,O2,-13.9,delta,0,75.0,21349.8172769,18016.1133441,1.0
50,20160811,mrazomej,O2,-13.9,RBS1L,870,75.0,8063.70870012,4730.00476733,0.262543017852
51,20160811,mrazomej,O2,-13.9,RBS1,610,75.0,8147.10138428,4813.3974515,0.267171801129
52,20160811,mrazomej,O2,-13.9,RBS1027,130,75.0,13244.5155093,9910.8115765,0.550108194104
53,20160811,mrazomej,O2,-13.9,RBS446,62,75.0,15356.6484383,12022.9445055,0.667343964588
54,20160811,mrazomej,O2,-13.9,RBS1147,30,75.0,17769.0737784,14435.3698456,0.801247725847
55,20160811,mrazomej,O2,-13.9,HG104,11,75.0,21671.5942272,18337.8902944,1.01786050876
56,20160811,mrazomej,O2,-13.9,auto,0,100.0,3328.43131567,0.0,0.0
57,20160811,mrazomej,O2,-13.9,delta,0,100.0,21319.4816875,17991.0503719,1.0
58,20160811,mrazomej,O2,-13.9,RBS1L,870,100.0,10395.700348,7067.26903229,0.392821368748
59,20160811,mrazomej,O2,-13.9,RBS1,610,100.0,10636.9974205,7308.56610488,0.406233430167
60,20160811,mrazomej,O2,-13.9,RBS1027,130,100.0,16155.4714106,12827.0400949,0.712967827325
61,20160811,mrazomej,O2,-13.9,RBS446,62,100.0,17420.9754337,14092.544118,0.783308579919
62,20160811,mrazomej,O2,-13.9,RBS1147,30,100.0,19104.4613625,15776.0300468,0.876882100865
63,20160811,mrazomej,O2,-13.9,HG104,11,100.0,21462.8775796,18134.446264,1.00797040135
64,20160811,mrazomej,O2,-13.9,auto,0,250.0,3365.50486731,0.0,0.0
65,20160811,mrazomej,O2,-13.9,delta,0,250.0,21677.2959538,18311.7910864,1.0
66,20160811,mrazomej,O2,-13.9,RBS1L,870,250.0,14788.6773356,11423.1724683,0.623815137164
67,20160811,mrazomej,O2,-13.9,RBS1,610,250.0,15096.1920093,11730.687142,0.64060839743
68,20160811,mrazomej,O2,-13.9,RBS1027,130,250.0,19956.5082529,16591.0033856,0.906028433116
