date,username,operator,binding_energy,rbs,repressors,IPTG,mean_YFP_A,mean_YFP_H,mean_YFP_A_FSC_A,mean_YFP_bgcorr_A,mean_YFP_bgcorr_H,mean_YFP_bgcorr_r,fold_change_A,fold_change_H,fold_change_r
20160713,mrazomej,O2,-13.9,RBS1027,130,0,4386.955391557457,6273.387664533585,0.45478702338796373,499.4961528936469,184.6557314014317,0.04455002901438909,0.01649293301130806,0.008758297781517242,0.014163992350259376
20160713,mrazomej,O2,-13.9,RBS446,62,0,4667.7828840855,6425.513802334558,0.48196463114602645,780.3236454216899,336.7818692024048,0.07172763677245181,0.02576561508336559,0.015973703472427294,0.022804692185925436
20160713,mrazomej,O2,-13.9,RBS1147,30,0,5337.458654052874,6915.593790837879,0.5403769737445793,1449.9994153890643,826.8618577057259,0.13013997937100463,0.04787773256291652,0.039218400203467146,0.04137599263242813
20160713,mrazomej,O2,-13.9,HG104,11,0,9195.01700571889,9240.525879452498,0.953627496584352,5307.557767055079,3151.7939463203447,0.5433905022107773,0.17525098881857792,0.1494908916087016,0.17276260165916285
20160713,mrazomej,O3,-9.7,auto,0,0,3858.7911621233075,6095.200959628509,0.40255074076249303,0.0,0.0,0.0,0.0,0.0,0.0
20160713,mrazomej,O3,-9.7,delta,0,0,53874.17554379321,40748.379894648584,5.512627839624501,50015.3843816699,34653.17893502008,5.110077098862008,1.0,1.0,1.0
20160713,mrazomej,O3,-9.7,RBS1L,870,0,14107.270942478974,12584.216147169083,1.4385456427422354,10248.479780355667,6489.0151875405745,1.0359949019797423,0.20490654839616956,0.18725598594312096,0.20273566952844094
20160713,mrazomej,O3,-9.7,RBS1,610,0,15481.254913094153,13552.790878063828,1.5970077215622454,11622.463750970846,7457.589918435319,1.1944569807997523,0.23237777525169542,0.21520651633200585,0.2337453932085981
20160713,mrazomej,O3,-9.7,RBS1027,130,0,34559.329658904266,27292.314027200202,3.555458462144771,30700.53849678096,21197.113067571692,3.1529077213822783,0.6138219045264875,0.611693175605028,0.6169980727070472
20160713,mrazomej,O3,-9.7,RBS446,62,0,43359.965900543066,33460.19604944708,4.457377984759342,39501.17473841976,27364.995089818567,4.054827243996849,0.7897804890788066,0.7896820993286662,0.793496294781901
20160713,mrazomej,O3,-9.7,RBS1147,30,0,49888.38347655857,37450.28708989877,5.009326005479588,46029.592314435264,31355.086130270258,4.606775264717095,0.9203086786893637,0.9048256781597371,0.9015079764144859
20160713,mrazomej,O3,-9.7,HG104,11,0,55213.995225672676,41166.5306905177,5.587482794677474,51355.20406354937,35071.32973088919,5.184932053914981,1.0267881512547268,1.0120667369840213,1.0146484981742532
20160713,mrazomej,Oid,-17.0,auto,0,0,3806.4012131277427,6090.849173373918,0.3927710391712908,0.0,0.0,0.0,0.0,0.0,0.0
20160713,mrazomej,Oid,-17.0,delta,0,0,36611.398096645564,28151.503820894715,3.6729594975010578,32804.99688351782,22060.654647520798,3.280188458329767,1.0,1.0,1.0
20160713,mrazomej,Oid,-17.0,RBS1L,870,0,3859.3437359724385,5944.6219334745665,0.40422768078248267,52.94252284469576,-146.22723989935184,0.011456641611191865,0.0016138554450311688,-0.006628417979236397,0.0034926778618767076
20160713,mrazomej,Oid,-17.0,RBS1,610,0,3901.967585535832,5909.205584565128,0.41335891288668963,95.56637240808914,-181.6435888087899,0.02058787371539883,0.002913165111626773,-0.0082338258637852,0.0062764301432491265
20160713,mrazomej,Oid,-17.0,RBS1027,130,0,3898.5660892084743,5922.970704331408,0.40931435555991447,92.16487608073157,-167.87846904251,0.016543316388623663,0.00280947675160542,-0.007609858896974138,0.005043404243013319
20160713,mrazomej,Oid,-17.0,RBS446,62,0,3942.935362685809,5937.634182325086,0.4147647411019736,136.53414955806647,-153.21499104883242,0.021993701930682785,0.00416199245629757,-0.0069451697375649225,0.006705011681518359
20160713,mrazomej,Oid,-17.0,RBS1147,30,0,3918.3985347776475,6022.706243496338,0.40506289608728496,111.99732164990473,-68.14292987758017,0.01229185691599416,0.003414032381944088,-0.0030888897435887358,0.0037473020444236996
20160713,mrazomej,Oid,-17.0,HG104,11,0,4159.331269471131,6163.316482629974,0.4304243684991128,352.9300563433885,72.46730925605607,0.037653329327822005,0.010758423711989765,0.003284912003470397,0.011479014028052107
